work_year,experience_level,salary,employee_residence,remote_ratio,company_size,company_location,company_location_name,company_location_continent,salary_binned,job_title,job_category
2023,Senior,171250,IE,On-Site,Medium,IE,Ireland,Europe,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,113750,IE,On-Site,Medium,IE,Ireland,Europe,100k-150k,Data Scientist,Data Science & Analytics
2023,Senior,222200,US,On-Site,Large,US,United States,North America,200k-250k,Applied Scientist,Data Science & Analytics
2023,Senior,136000,US,On-Site,Large,US,United States,North America,100k-150k,Applied Scientist,Data Science & Analytics
2023,Senior,260000,US,On-Site,Large,US,United States,North America,,Applied Scientist,Data Science & Analytics
2023,Senior,136000,US,On-Site,Large,US,United States,North America,100k-150k,Applied Scientist,Data Science & Analytics
2023,Senior,153600,US,On-Site,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2023,Senior,100500,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,205000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Applied Scientist,Data Science & Analytics
2023,Senior,184000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Applied Scientist,Data Science & Analytics
2023,Senior,115000,CA,Full-Remote,Medium,CA,Canada,North America,100k-150k,Machine Learning Engineer,Machine Learning & AI
2023,Senior,95000,CA,Full-Remote,Medium,CA,Canada,North America,50k-100k,Machine Learning Engineer,Machine Learning & AI
2023,Intermediate,182500,US,On-Site,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2023,Intermediate,121500,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,203100,US,On-Site,Medium,US,United States,North America,200k-250k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,114500,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,72914,GB,On-Site,Medium,GB,United Kingdom,Europe,50k-100k,Data Analyst,Data Science & Analytics
2023,Intermediate,54685,GB,On-Site,Medium,GB,United Kingdom,Europe,50k-100k,Data Analyst,Data Science & Analytics
2023,Senior,252000,US,On-Site,Medium,US,United States,North America,,Data Engineer,Data Engineering & Infrastructure
2023,Senior,129000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Entry,92700,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2023,Entry,61800,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,160000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,130000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,258000,CA,On-Site,Medium,CA,Canada,North America,,Data Scientist,Data Science & Analytics
2023,Senior,190000,CA,On-Site,Medium,CA,Canada,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,170000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,135000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Intermediate,167500,US,On-Site,Medium,US,United States,North America,150k-200k,Data Architect,Data Engineering & Infrastructure
2023,Intermediate,106500,US,On-Site,Medium,US,United States,North America,100k-150k,Data Architect,Data Engineering & Infrastructure
2023,Senior,195000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,160000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Intermediate,146000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,75000,US,On-Site,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Entry,59888,NL,Full-Remote,Large,NL,Netherlands,Europe,50k-100k,Data Engineer,Data Engineering & Infrastructure
2023,Executive,286000,US,Full-Remote,Medium,US,United States,North America,,Data Engineer,Data Engineering & Infrastructure
2023,Executive,207000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,100000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,80000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2023,Senior,223250,US,On-Site,Medium,US,United States,North America,200k-250k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,178600,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Executive,353200,US,On-Site,Medium,US,United States,North America,>300k,Director of Data Science,Management & Leadership
2023,Executive,249300,US,On-Site,Medium,US,United States,North America,200k-250k,Director of Data Science,Management & Leadership
2023,Intermediate,230000,US,On-Site,Medium,US,United States,North America,200k-250k,Machine Learning Scientist,Machine Learning & AI
2023,Intermediate,220000,US,On-Site,Medium,US,United States,North America,200k-250k,Machine Learning Scientist,Machine Learning & AI
2023,Senior,297300,US,Full-Remote,Medium,US,United States,North America,,Data Scientist,Data Science & Analytics
2023,Senior,198200,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Intermediate,210000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Research Scientist,Data Science & Analytics
2023,Intermediate,151800,US,Full-Remote,Medium,US,United States,North America,150k-200k,Research Scientist,Data Science & Analytics
2023,Senior,200000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Data Scientist,Data Science & Analytics
2023,Senior,170000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,317070,US,On-Site,Medium,US,United States,North America,>300k,Data Scientist,Data Science & Analytics
2023,Senior,170730,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,128000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,81500,US,On-Site,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2023,Entry,21461,ES,On-Site,Medium,ES,Spain,Europe,0k-50k,Business Data Analyst,Business Intelligence
2023,Senior,108000,UA,On-Site,Medium,UA,Ukraine,Europe,100k-150k,AI Developer,Machine Learning & AI
2023,Senior,60000,UA,On-Site,Medium,UA,Ukraine,Europe,50k-100k,AI Developer,Machine Learning & AI
2023,Intermediate,134000,US,Full-Remote,Medium,US,United States,North America,100k-150k,MLOps Engineer,Machine Learning & AI
2023,Intermediate,124000,US,Full-Remote,Medium,US,United States,North America,100k-150k,MLOps Engineer,Machine Learning & AI
2023,Senior,171250,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,113750,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,165000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,132300,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,225000,US,On-Site,Medium,US,United States,North America,200k-250k,Data Scientist,Data Science & Analytics
2023,Senior,175000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,230000,US,On-Site,Medium,US,United States,North America,200k-250k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,124500,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,247500,US,On-Site,Medium,US,United States,North America,200k-250k,Machine Learning Engineer,Machine Learning & AI
2023,Senior,172200,US,On-Site,Medium,US,United States,North America,150k-200k,Machine Learning Engineer,Machine Learning & AI
2023,Senior,175000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2023,Senior,145000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,148700,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,125600,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,145000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,115000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,200000,US,On-Site,Medium,US,United States,North America,200k-250k,Research Scientist,Data Science & Analytics
2023,Senior,150000,US,On-Site,Medium,US,United States,North America,150k-200k,Research Scientist,Data Science & Analytics
2023,Entry,160000,US,On-Site,Medium,US,United States,North America,150k-200k,Research Engineer,Data Science & Analytics
2023,Entry,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Research Engineer,Data Science & Analytics
2023,Senior,185000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2023,Senior,120250,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,275300,US,Full-Remote,Medium,US,United States,North America,,Data Scientist,Data Science & Analytics
2023,Senior,183000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,170000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Architect,Data Engineering & Infrastructure
2023,Senior,125000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Architect,Data Engineering & Infrastructure
2023,Intermediate,167500,US,On-Site,Medium,US,United States,North America,150k-200k,Data Architect,Data Engineering & Infrastructure
2023,Intermediate,106500,US,On-Site,Medium,US,United States,North America,100k-150k,Data Architect,Data Engineering & Infrastructure
2023,Senior,250000,US,On-Site,Medium,US,United States,North America,,Research Scientist,Data Science & Analytics
2023,Senior,200000,US,On-Site,Medium,US,United States,North America,200k-250k,Research Scientist,Data Science & Analytics
2023,Intermediate,135000,US,Half-Remote,Large,US,United States,North America,100k-150k,Machine Learning Engineer,Machine Learning & AI
2023,Senior,423834,IL,On-Site,Large,IL,Israel,Asia,>300k,AI Scientist,Machine Learning & AI
2023,Senior,216000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Machine Learning Engineer,Machine Learning & AI
2023,Senior,184000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Machine Learning Engineer,Machine Learning & AI
2023,Senior,180000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,165000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,185900,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,129300,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Senior,145000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,143865,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,115092,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,130000,US,On-Site,Medium,US,United States,North America,100k-150k,Machine Learning Engineer,Machine Learning & AI
2023,Intermediate,90000,US,On-Site,Medium,US,United States,North America,50k-100k,Machine Learning Engineer,Machine Learning & AI
2023,Senior,173000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,132000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Senior,208049,US,On-Site,Medium,US,United States,North America,200k-250k,Data Analyst,Data Science & Analytics
2023,Senior,128500,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,179820,US,On-Site,Medium,US,United States,North America,150k-200k,Analytics Engineer,Data Science & Analytics
2023,Senior,143860,US,On-Site,Medium,US,United States,North America,100k-150k,Analytics Engineer,Data Science & Analytics
2023,Senior,167500,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,106500,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,275300,US,Full-Remote,Medium,US,United States,North America,,Data Scientist,Data Science & Analytics
2023,Senior,183500,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Intermediate,149600,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,102000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Executive,145000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Executive,100000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Senior,190000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2023,Senior,95000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2023,Senior,153600,US,On-Site,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2023,Senior,106800,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Intermediate,96578,IE,On-Site,Medium,IE,Ireland,Europe,50k-100k,Data Scientist,Data Science & Analytics
2023,Intermediate,80481,IE,On-Site,Medium,IE,Ireland,Europe,50k-100k,Data Scientist,Data Science & Analytics
2023,Intermediate,128000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Intermediate,85000,US,On-Site,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2023,Intermediate,151000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,140000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,275300,US,Full-Remote,Medium,US,United States,North America,,Data Scientist,Data Science & Analytics
2023,Senior,183500,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,220000,US,On-Site,Medium,US,United States,North America,200k-250k,Machine Learning Scientist,Machine Learning & AI
2023,Senior,170000,US,On-Site,Medium,US,United States,North America,150k-200k,Machine Learning Scientist,Machine Learning & AI
2023,Senior,135000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,105500,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,100000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,80000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2023,Entry,7000,GH,On-Site,Small,GH,Ghana,Africa,0k-50k,Autonomous Vehicle Technician,Specialized Roles
2023,Entry,42923,DE,Half-Remote,Medium,DE,Germany,Europe,0k-50k,Applied Machine Learning Scientist,Machine Learning & AI
2023,Senior,160000,CA,Full-Remote,Medium,CA,Canada,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,145000,CA,Full-Remote,Medium,CA,Canada,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,154000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2023,Intermediate,143000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Intermediate,78990,GB,On-Site,Medium,GB,United Kingdom,Europe,50k-100k,Data Scientist,Data Science & Analytics
2023,Intermediate,51039,GB,On-Site,Medium,GB,United Kingdom,Europe,50k-100k,Data Scientist,Data Science & Analytics
2023,Entry,190000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Entry,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Intermediate,85066,GB,On-Site,Medium,GB,United Kingdom,Europe,50k-100k,Data Scientist,Data Science & Analytics
2023,Intermediate,51039,GB,On-Site,Medium,GB,United Kingdom,Europe,50k-100k,Data Scientist,Data Science & Analytics
2023,Intermediate,109371,GB,On-Site,Medium,GB,United Kingdom,Europe,100k-150k,Data Scientist,Data Science & Analytics
2023,Intermediate,72914,GB,On-Site,Medium,GB,United Kingdom,Europe,50k-100k,Data Scientist,Data Science & Analytics
2023,Senior,150000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,111000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Executive,265000,US,On-Site,Medium,US,United States,North America,,Data Engineer,Data Engineering & Infrastructure
2023,Executive,235000,US,On-Site,Medium,US,United States,North America,200k-250k,Data Engineer,Data Engineering & Infrastructure
2023,Entry,121093,CH,Half-Remote,Large,CH,Switzerland,Europe,100k-150k,Data Scientist,Data Science & Analytics
2022,Intermediate,73546,DE,Full-Remote,Medium,DE,Germany,Europe,50k-100k,Data Scientist,Data Science & Analytics
2023,Senior,160000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,130000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,75000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,60400,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2023,Entry,85000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2023,Entry,75000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2023,Senior,252000,US,On-Site,Medium,US,United States,North America,,Data Engineer,Data Engineering & Infrastructure
2023,Senior,129000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Entry,92700,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2023,Entry,61800,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2022,Senior,172309,IE,Full-Remote,Large,IE,Ireland,Europe,150k-200k,Lead Data Scientist,Data Science & Analytics
2023,Intermediate,60093,AT,Full-Remote,Medium,DE,Germany,Europe,50k-100k,Data Scientist,Data Science & Analytics
2023,Intermediate,83500,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2023,Intermediate,52500,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2023,Senior,201036,US,On-Site,Medium,US,United States,North America,200k-250k,Data Scientist,Data Science & Analytics
2023,Senior,134024,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Senior,165000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2023,Senior,140000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Entry,62000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2023,Entry,58000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,172000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,115000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Entry,125000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Entry,90000,US,On-Site,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,163800,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,126000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,237000,US,Full-Remote,Medium,US,United States,North America,200k-250k,Data Scientist,Data Science & Analytics
2023,Senior,145000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Intermediate,90000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,90000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,139500,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,109400,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,258000,CA,On-Site,Medium,CA,Canada,North America,,Data Scientist,Data Science & Analytics
2023,Senior,190000,CA,On-Site,Medium,CA,Canada,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Intermediate,145000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,205600,US,On-Site,Large,US,United States,North America,200k-250k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,105700,US,On-Site,Large,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,252000,US,On-Site,Medium,US,United States,North America,,Data Engineer,Data Engineering & Infrastructure
2023,Senior,129000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,239748,US,On-Site,Medium,US,United States,North America,200k-250k,Data Scientist,Data Science & Analytics
2023,Senior,159832,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,186300,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,102500,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Senior,165000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,132300,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,190000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,126000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Senior,149040,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Architect,Data Engineering & Infrastructure
2023,Senior,113900,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Architect,Data Engineering & Infrastructure
2023,Senior,153600,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,106800,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,172600,US,Full-Remote,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,107900,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,180180,US,On-Site,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2023,Senior,106020,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,376080,US,Full-Remote,Medium,US,United States,North America,>300k,Data Architect,Data Engineering & Infrastructure
2023,Senior,213120,US,Full-Remote,Medium,US,United States,North America,200k-250k,Data Architect,Data Engineering & Infrastructure
2023,Senior,153600,US,On-Site,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2023,Senior,100500,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,206500,US,Full-Remote,Medium,US,United States,North America,200k-250k,Data Analyst,Data Science & Analytics
2023,Senior,121600,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,260000,US,On-Site,Medium,US,United States,North America,,Data Engineer,Data Engineering & Infrastructure
2023,Senior,225000,US,On-Site,Medium,US,United States,North America,200k-250k,Data Engineer,Data Engineering & Infrastructure
2023,Executive,194500,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Executive,115500,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,170000,US,Full-Remote,Large,US,United States,North America,150k-200k,Cloud Database Engineer,Data Engineering & Infrastructure
2023,Senior,90000,US,Full-Remote,Large,US,United States,North America,50k-100k,Applied Machine Learning Scientist,Machine Learning & AI
2023,Entry,95000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2023,Entry,70000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2023,Senior,275000,US,On-Site,Medium,US,United States,North America,,Data Engineer,Data Engineering & Infrastructure
2023,Senior,160000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,115934,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,81666,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2023,Senior,175000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Scientist,Data Science & Analytics
2023,Senior,120000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Scientist,Data Science & Analytics
2023,Senior,150000,US,Full-Remote,Medium,US,United States,North America,150k-200k,Machine Learning Engineer,Machine Learning & AI
2023,Senior,120000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Machine Learning Engineer,Machine Learning & AI
2023,Senior,200000,US,On-Site,Medium,US,United States,North America,200k-250k,Research Engineer,Data Science & Analytics
2023,Senior,175000,US,On-Site,Medium,US,United States,North America,150k-200k,Research Engineer,Data Science & Analytics
2023,Intermediate,206000,US,On-Site,Medium,US,United States,North America,200k-250k,Data Analyst,Data Science & Analytics
2023,Intermediate,130000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,138000,GB,Full-Remote,Medium,GB,United Kingdom,Europe,100k-150k,Data Architect,Data Engineering & Infrastructure
2023,Senior,92000,GB,Full-Remote,Medium,GB,United Kingdom,Europe,50k-100k,Data Architect,Data Engineering & Infrastructure
2023,Senior,65000,CO,On-Site,Medium,CO,Colombia,South America,50k-100k,Data Manager,Management & Leadership
2023,Senior,48000,CO,On-Site,Medium,CO,Colombia,South America,0k-50k,Data Manager,Management & Leadership
2023,Senior,110000,US,Full-Remote,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Senior,75000,US,Full-Remote,Medium,US,United States,North America,50k-100k,Data Analyst,Data Science & Analytics
2023,Senior,130000,US,On-Site,Medium,US,United States,North America,100k-150k,Analytics Engineer,Data Science & Analytics
2023,Senior,87000,US,On-Site,Medium,US,United States,North America,50k-100k,Analytics Engineer,Data Science & Analytics
2023,Intermediate,160000,US,On-Site,Medium,US,United States,North America,150k-200k,Data Analyst,Data Science & Analytics
2023,Intermediate,112000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Analyst,Data Science & Analytics
2023,Intermediate,162500,US,On-Site,Medium,US,United States,North America,150k-200k,Data Engineer,Data Engineering & Infrastructure
2023,Intermediate,130000,US,On-Site,Medium,US,United States,North America,100k-150k,Data Engineer,Data Engineering & Infrastructure
2023,Senior,299500,US,On-Site,Medium,US,United States,North America,,Data Science Manager,Management & Leadership
2023,Senior,245100,US,On-Site,Medium,US,United States,North America,200k-250k,Data Science Manager,Management & Leadership
